timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-11T10:16:58,new_runner_experiment,cf07fd6b-69e0-4abb-b7ce-e205679db772,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.007182183000168152,1.8469072227718982e-08,2.571512342039541e-06,42.5,0.0,0.3322734832763672,6.870773124932031e-08,0,3.040548808146564e-10,6.901178613013497e-08,Netherlands,NLD,,,,Linux-6.6.20+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A53,,,,,0.8860626220703125,machine,N,1.0
