timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-11T10:16:52,new_runner_experiment,ce94da02-bd87-4d53-9bde-d5b6b8dbebe8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.005597136000233149,1.4744168654882855e-08,2.6342344824690136e-06,42.5,0.0,0.3322734832763672,5.486910555734741e-08,0,2.2415529147238923e-10,5.50932608488198e-08,Netherlands,NLD,,,,Linux-6.6.20+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A53,,,,,0.8860626220703125,machine,N,1.0
