__run_id,__done,llm,algorithm,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_usage_0,cpu_usage_1,cpu_usage_2,cpu_usage_3,total_memory,used_memory,total_swap,used_swap,dram_energy,package_energy,pp0_energy,pp1_energy,run_time
run_4_repetition_50,DONE,Claude,BFA,2400.0,2400.0,400.0,400.0,93.66,0.55,5.79,0.15,25127051264.0,689744845.37,4294963200.0,0.0,113950443.953,13557754.747,43580958.934,432.958,20.372754335403442
run_5_repetition_50,DONE,Claude,SWA,2398.0,2344.0,400.0,1977.0,0.54,98.5,0.58,0.4,25127051264.0,1815549451.91,4294963200.0,0.0,79123708.802,9543179.583,30296288.152,300.874,14.219861268997192
run_6_repetition_50,DONE,Gemeni,BB,400.0,2400.0,2400.0,400.0,9.68,6.67,18.75,6.67,25127051264.0,685613056.0,4294963200.0,0.0,345068.841,42029.035,132183.027,1.312,0.35909056663513184
run_7_repetition_50,DONE,Gemeni,BFA,1800.0,1234.0,1800.0,1800.0,98.88,0.22,0.34,0.62,25127051264.0,678021633.1,4294963200.0,0.0,107447944.54,13227835.888,41186179.439,408.568,19.22804284095764
run_8_repetition_50,DONE,Gemeni,SWA,2396.0,400.0,400.0,2322.0,95.82,0.81,2.21,0.34,25127051264.0,1108101784.58,4294963200.0,0.0,52122013.889,6495867.628,19998914.501,198.16,9.489386558532715
run_0_repetition_51,DONE,ChatGPT,BB,400.0,2378.0,2375.0,400.0,98.39,0.24,0.89,0.72,25127051264.0,1000124444.99,4294963200.0,0.0,113813034.685,14358391.865,43713103.959,432.627,20.357532262802124
run_1_repetition_51,DONE,ChatGPT,BFA,957.0,2400.0,2399.0,400.0,0.86,95.37,0.33,3.69,25127051264.0,684371729.91,4294963200.0,0.0,106927367.967,13678639.822,41126281.614,406.381,19.097583055496216
run_2_repetition_51,DONE,ChatGPT,SWA,2375.0,2398.0,400.0,879.0,76.94,0.27,22.24,0.88,25127051264.0,1881814510.02,4294963200.0,0.0,88526949.959,11472100.632,34091079.172,336.391,15.890942573547363
run_3_repetition_51,DONE,Claude,BB,2364.0,400.0,1289.0,2203.0,92.49,0.32,7.15,0.31,25127051264.0,1143820805.17,4294963200.0,0.0,113988597.893,14963182.122,43950845.84,433.065,20.37441873550415
run_4_repetition_51,DONE,Claude,BFA,2332.0,2398.0,400.0,793.0,98.59,0.19,0.8,0.68,25127051264.0,691167232.0,4294963200.0,0.0,113894000.735,15153425.403,43976325.856,432.688,20.34903907775879
run_5_repetition_51,DONE,Claude,SWA,2400.0,2400.0,1981.0,400.0,0.44,3.38,0.31,95.76,25127051264.0,1816875560.87,4294963200.0,0.0,79359620.595,10688073.361,30677280.957,301.564,14.24525761604309
run_6_repetition_51,DONE,Gemeni,BB,2400.0,400.0,400.0,2399.0,12.12,6.45,15.15,11.76,25127051264.0,687583232.0,4294963200.0,0.0,345595.32,46953.5,133649.864,1.314,0.3784067630767822
run_7_repetition_51,DONE,Gemeni,BFA,2100.0,2100.0,400.0,2100.0,92.84,0.69,6.41,0.24,25127051264.0,680614522.53,4294963200.0,0.0,107842308.593,14792614.538,41731998.98,409.9,19.248038291931152
run_8_repetition_51,DONE,Gemeni,SWA,2400.0,2399.0,2400.0,2400.0,0.37,97.8,0.72,0.36,25127051264.0,1118131177.44,4294963200.0,0.0,52316750.494,7255335.145,20264959.351,198.874,9.471020936965942
run_0_repetition_52,DONE,ChatGPT,BB,2296.0,2372.0,400.0,2391.0,0.47,49.71,0.46,49.69,25127051264.0,975479114.66,4294963200.0,0.0,114217111.541,16013789.494,44285721.99,434.167,20.374444723129272
run_1_repetition_52,DONE,ChatGPT,BFA,2400.0,2400.0,2400.0,400.0,98.89,0.22,0.25,0.76,25127051264.0,685583505.66,4294963200.0,0.0,106975106.609,15187190.737,41535799.553,406.566,19.09780716896057
run_2_repetition_52,DONE,ChatGPT,SWA,2400.0,2400.0,2401.0,1689.0,0.58,0.23,0.25,98.73,25127051264.0,1884081128.06,4294963200.0,0.0,88777142.045,12751078.671,34512098.669,337.345,15.886762619018555
run_3_repetition_52,DONE,Claude,BB,1303.0,2327.0,2107.0,1975.0,90.14,0.52,9.27,0.1,25127051264.0,1130180070.68,4294963200.0,0.0,114277573.393,16604625.172,44479590.857,434.288,20.38656258583069
run_4_repetition_52,DONE,Claude,BFA,2374.0,2398.0,2399.0,2400.0,0.66,89.49,0.25,9.82,25127051264.0,680055927.74,4294963200.0,0.0,114413492.018,16827468.51,44594550.914,434.727,20.38731026649475
run_5_repetition_52,DONE,Claude,SWA,2153.0,2345.0,2147.0,1301.0,97.29,0.45,1.72,0.54,25127051264.0,1809429005.43,4294963200.0,0.0,79134337.795,11766908.288,30878601.91,300.711,14.202703714370728
run_6_repetition_52,DONE,Gemeni,BB,2136.0,2345.0,2147.0,1464.0,11.76,17.65,9.09,9.09,25127051264.0,686993408.0,4294963200.0,0.0,346121.158,51874.455,135113.961,1.315,0.38257384300231934
run_7_repetition_52,DONE,Gemeni,BFA,2098.0,2089.0,1917.0,2060.0,98.77,0.72,0.4,0.2,25127051264.0,694116426.31,4294963200.0,0.0,108121809.677,16345743.932,42234133.194,410.867,19.282670497894287
run_8_repetition_52,DONE,Gemeni,SWA,2400.0,2399.0,2400.0,400.0,0.33,97.86,0.28,0.83,25127051264.0,1125917203.13,4294963200.0,0.0,52511760.339,8018111.338,20531997.176,199.535,9.514792680740356
run_0_repetition_53,DONE,ChatGPT,BB,2400.0,2400.0,2400.0,815.0,0.58,95.57,0.4,3.63,25127051264.0,997182281.11,4294963200.0,0.0,114390846.179,17640542.282,44770337.098,434.77,20.3587863445282
run_1_repetition_53,DONE,ChatGPT,BFA,2287.0,2342.0,2257.0,2389.0,0.62,84.76,0.26,14.6,25127051264.0,696106840.64,4294963200.0,0.0,107368645.723,16746278.281,42079820.893,408.067,19.09791660308838
run_2_repetition_53,DONE,ChatGPT,SWA,2349.0,2118.0,1237.0,400.0,85.88,0.83,13.21,0.17,25127051264.0,1877937745.12,4294963200.0,0.0,88912076.055,14014285.025,34887887.02,337.909,15.872722625732422
run_3_repetition_53,DONE,Claude,BB,2333.0,1423.0,1060.0,2149.0,98.97,0.25,0.34,0.57,25127051264.0,1140165363.83,4294963200.0,0.0,114220268.079,18194404.182,44873276.737,434.197,20.37065076828003
run_4_repetition_53,DONE,Claude,BFA,2187.0,2116.0,2149.0,2096.0,80.11,0.24,19.33,0.55,25127051264.0,683869236.8,4294963200.0,0.0,114240796.586,18399814.083,44943106.62,434.197,20.359559774398804
run_5_repetition_53,DONE,Claude,SWA,2043.0,1897.0,1251.0,400.0,87.08,0.67,11.67,0.1,25127051264.0,1810491677.77,4294963200.0,0.0,79485628.456,12930408.392,31304885.957,302.05,14.209230422973633
run_6_repetition_53,DONE,Gemeni,BB,2038.0,400.0,2078.0,1809.0,11.43,16.22,13.89,16.67,25127051264.0,690040832.0,4294963200.0,0.0,346646.865,56799.947,136581.622,1.317,0.3964080810546875
run_7_repetition_53,DONE,Gemeni,BFA,2127.0,2109.0,2168.0,1737.0,0.46,94.25,0.15,5.1,25127051264.0,681576718.25,4294963200.0,0.0,112099781.94,18515520.66,44197051.267,426.033,19.922290325164795
run_8_repetition_53,DONE,Gemeni,SWA,2400.0,2400.0,2400.0,799.0,97.38,0.73,0.91,0.35,25127051264.0,1108910910.03,4294963200.0,0.0,52475980.451,8747124.029,20709713.746,199.429,9.47953486442566
run_0_repetition_54,DONE,ChatGPT,BB,2367.0,2265.0,2158.0,1658.0,96.68,0.55,2.66,0.39,25127051264.0,988265929.75,4294963200.0,0.0,114564648.911,19270284.533,45256713.535,435.559,20.35928726196289
run_1_repetition_54,DONE,ChatGPT,BFA,2358.0,400.0,2132.0,2134.0,0.55,98.93,0.46,0.26,25127051264.0,688409646.05,4294963200.0,0.0,107994330.764,18354576.751,42719342.564,410.563,19.20287823677063
run_2_repetition_54,DONE,ChatGPT,SWA,1986.0,1839.0,1703.0,1815.0,72.7,0.59,26.48,0.21,25127051264.0,1878533718.44,4294963200.0,0.0,89047258.461,15281285.966,35266236.101,338.52,15.880987644195557
run_3_repetition_54,DONE,Claude,BB,2100.0,400.0,1071.0,2100.0,94.54,0.57,4.89,0.23,25127051264.0,1131490170.7,4294963200.0,0.0,114625213.35,19861545.554,45450664.994,435.68,20.364715099334717
run_4_repetition_54,DONE,Claude,BFA,400.0,2400.0,2400.0,400.0,99.09,0.28,0.39,0.71,25127051264.0,683844885.96,4294963200.0,0.0,114645760.594,20067494.85,45520816.976,435.68,20.36898374557495
run_5_repetition_54,DONE,Claude,SWA,2400.0,2400.0,2400.0,2400.0,0.77,98.49,0.46,0.41,25127051264.0,1816856528.23,4294963200.0,0.0,79375016.194,14021753.858,31551093.646,301.59,14.213993787765503
run_6_repetition_54,DONE,Gemeni,BB,2163.0,2339.0,700.0,400.0,9.09,14.29,9.09,11.76,25127051264.0,691023872.0,4294963200.0,0.0,347173.727,61735.11,138054.866,1.319,0.3857150077819824
run_7_repetition_54,DONE,Gemeni,BFA,2352.0,2164.0,1541.0,1226.0,95.14,0.57,4.07,0.18,25127051264.0,697499997.71,4294963200.0,0.0,108450505.602,19425189.246,43152373.438,411.996,19.255817890167236
run_8_repetition_54,DONE,Gemeni,SWA,2400.0,2399.0,1190.0,2400.0,97.68,0.64,0.64,0.61,25127051264.0,1121004103.21,4294963200.0,0.0,52439847.201,9471498.219,20885535.825,199.266,9.503432273864746
run_0_repetition_55,DONE,ChatGPT,BB,2400.0,2400.0,825.0,400.0,90.07,0.73,9.28,0.14,25127051264.0,992469603.1,4294963200.0,0.0,114854262.146,20918159.68,45787202.515,436.543,20.40434980392456
run_1_repetition_55,DONE,ChatGPT,BFA,2400.0,2400.0,2400.0,400.0,78.84,0.64,20.63,0.21,25127051264.0,698644460.29,4294963200.0,0.0,108273962.124,19909414.434,43222361.256,411.459,19.208340644836426
run_2_repetition_55,DONE,ChatGPT,SWA,2400.0,2400.0,2399.0,400.0,83.18,0.53,16.21,0.19,25127051264.0,1894201232.58,4294963200.0,0.0,89413888.692,16588956.077,35735785.938,339.729,15.914360761642456
run_3_repetition_55,DONE,Claude,BB,1499.0,1500.0,400.0,400.0,88.6,0.54,10.66,0.17,25127051264.0,1151199147.27,4294963200.0,0.0,114798920.831,21489104.319,45935750.787,436.224,20.355062007904053
run_4_repetition_55,DONE,Claude,BFA,2400.0,2399.0,2367.0,2395.0,0.89,46.23,0.27,52.9,25127051264.0,683977994.86,4294963200.0,0.0,114703622.427,21673078.224,45959399.58,435.784,20.35331654548645
run_5_repetition_55,DONE,Claude,SWA,2400.0,2400.0,2400.0,400.0,0.31,0.52,0.68,98.59,25127051264.0,1805948414.51,4294963200.0,0.0,79495232.06,15148266.685,31886833.897,302.093,14.180066585540771
run_6_repetition_55,DONE,Gemeni,BB,2075.0,1915.0,2068.0,400.0,11.43,11.43,11.76,14.71,25127051264.0,676368384.0,4294963200.0,0.0,347699.442,66661.978,139523.356,1.321,0.3913109302520752
run_7_repetition_55,DONE,Gemeni,BFA,2242.0,400.0,2302.0,2139.0,98.92,0.42,0.19,0.41,25127051264.0,688244705.37,4294963200.0,0.0,108498811.335,20941696.505,43564581.177,412.185,19.233670949935913
run_8_repetition_55,DONE,Gemeni,SWA,2335.0,400.0,2043.0,2155.0,97.85,0.51,0.56,0.55,25127051264.0,1114972160.0,4294963200.0,0.0,52403324.778,10192846.738,21060665.812,199.074,9.480168104171753
run_0_repetition_56,DONE,ChatGPT,BB,2400.0,2400.0,400.0,2400.0,99.01,0.26,0.5,0.49,25127051264.0,992641935.14,4294963200.0,0.0,114680317.908,22479441.297,46133238.799,435.585,20.367446184158325
run_1_repetition_56,DONE,ChatGPT,BFA,2171.0,2356.0,1388.0,1203.0,0.57,62.67,0.26,36.8,25127051264.0,698497509.11,4294963200.0,0.0,108205927.428,21398586.655,43586304.117,410.921,19.1754629611969
run_2_repetition_56,DONE,ChatGPT,SWA,2400.0,2400.0,2400.0,400.0,0.37,0.32,0.74,98.73,25127051264.0,1890333673.36,4294963200.0,0.0,89201289.264,17786526.74,35972736.087,338.737,15.891033172607422
run_3_repetition_56,DONE,Claude,BB,2197.0,2371.0,1188.0,799.0,98.92,0.39,0.42,0.75,25127051264.0,1144592317.8,4294963200.0,0.0,114856749.499,23092434.362,46373477.304,436.299,20.368238925933838
run_4_repetition_56,DONE,Claude,BFA,2156.0,2344.0,2141.0,2002.0,90.02,0.72,9.29,0.16,25127051264.0,695033583.48,4294963200.0,0.0,115109375.929,23345170.042,46537289.703,437.27,20.373074769973755
run_5_repetition_56,DONE,Claude,SWA,2400.0,2400.0,400.0,2400.0,98.53,0.78,0.29,0.15,25127051264.0,1811997581.56,4294963200.0,0.0,79963761.074,16345519.988,32363160.21,303.708,14.231852293014526
run_6_repetition_56,DONE,Gemeni,BB,2401.0,2400.0,1989.0,2400.0,6.45,6.67,9.68,15.15,25127051264.0,688854357.33,4294963200.0,0.0,348225.777,71585.987,140989.717,1.322,0.36558985710144043
run_7_repetition_56,DONE,Gemeni,BFA,2199.0,2359.0,400.0,2341.0,98.97,0.3,0.43,0.65,25127051264.0,694240049.45,4294963200.0,0.0,108779148.138,22502280.749,44069309.995,413.083,19.257365703582764
run_8_repetition_56,DONE,Gemeni,SWA,2126.0,2364.0,2189.0,1456.0,1.0,97.86,0.5,0.33,25127051264.0,1126599483.34,4294963200.0,0.0,52598760.595,10959165.975,21328859.529,199.736,9.469447374343872
run_0_repetition_57,DONE,ChatGPT,BB,2173.0,2351.0,400.0,2262.0,0.64,99.02,0.33,0.23,25127051264.0,999196773.26,4294963200.0,0.0,115086162.477,24151250.343,46710706.289,436.95,20.351855516433716
run_1_repetition_57,DONE,ChatGPT,BFA,2400.0,2400.0,2400.0,400.0,0.3,56.29,0.51,43.2,25127051264.0,685282184.37,4294963200.0,0.0,108369692.03,22930084.838,44042419.385,411.376,19.1749165058136
run_2_repetition_57,DONE,ChatGPT,SWA,2400.0,2397.0,400.0,2400.0,0.45,93.97,0.38,5.46,25127051264.0,1883430795.43,4294963200.0,0.0,89800959.244,19147905.045,36537717.675,340.877,15.922420740127563
run_3_repetition_57,DONE,Claude,BB,2212.0,2309.0,2273.0,1794.0,98.99,0.53,0.43,0.18,25127051264.0,1126166184.94,4294963200.0,0.0,115146725.443,24742218.339,46904468.618,437.01,20.34593653678894
run_4_repetition_57,DONE,Claude,BFA,1422.0,2235.0,2377.0,400.0,87.22,0.12,12.01,0.65,25127051264.0,675786421.01,4294963200.0,0.0,115051098.053,24923010.744,46927127.141,436.63,20.401575326919556
run_5_repetition_57,DONE,Claude,SWA,400.0,800.0,2171.0,2364.0,98.57,0.25,0.51,0.67,25127051264.0,1813405127.94,4294963200.0,0.0,79619783.463,17374865.53,32509847.096,302.112,14.228791236877441
run_6_repetition_57,DONE,Gemeni,BB,2400.0,400.0,2400.0,2400.0,11.76,9.09,12.12,10.0,25127051264.0,685809664.0,4294963200.0,0.0,348752.432,76509.57,142454.987,1.323,0.3755002021789551
run_7_repetition_57,DONE,Gemeni,BFA,2399.0,2400.0,2400.0,400.0,87.43,0.58,11.82,0.12,25127051264.0,687737475.28,4294963200.0,0.0,108827350.627,24014562.372,44479590.517,412.813,19.259870052337646
run_8_repetition_57,DONE,Gemeni,SWA,2400.0,2400.0,2400.0,2400.0,0.6,53.18,0.68,45.47,25127051264.0,1116092082.19,4294963200.0,0.0,52794565.673,11728449.657,21597697.997,200.26,9.490923404693604
run_0_repetition_58,DONE,ChatGPT,BB,2108.0,2197.0,2364.0,400.0,0.76,99.0,0.35,0.15,25127051264.0,979190635.35,4294963200.0,0.0,115376376.645,25803625.735,47242330.538,437.586,20.363053798675537
run_1_repetition_58,DONE,ChatGPT,BFA,2400.0,2400.0,2329.0,1988.0,0.55,46.26,0.58,53.01,25127051264.0,685496933.52,4294963200.0,0.0,107951828.682,24330448.755,44259888.968,409.398,19.088130474090576
run_2_repetition_58,DONE,ChatGPT,SWA,800.0,799.0,800.0,400.0,73.31,0.75,25.77,0.22,25127051264.0,1882013430.03,4294963200.0,0.0,89587566.059,20337453.088,36772162.812,339.695,15.923490762710571
run_3_repetition_58,DONE,Claude,BB,2400.0,2400.0,2400.0,400.0,0.38,56.9,0.7,42.2,25127051264.0,1141581454.08,4294963200.0,0.0,115320605.213,26369647.736,47389527.471,437.373,20.360461473464966
run_4_repetition_58,DONE,Claude,BFA,2400.0,700.0,1146.0,2400.0,0.3,99.0,0.22,0.57,25127051264.0,683294183.23,4294963200.0,0.0,115457566.359,26602387.525,47507549.357,437.875,20.347883224487305
run_5_repetition_58,DONE,Claude,SWA,2400.0,2400.0,400.0,2399.0,0.74,87.89,0.37,10.96,25127051264.0,1814609049.53,4294963200.0,0.0,79972813.18,18554121.846,32941427.218,303.288,14.192475080490112
run_6_repetition_58,DONE,Gemeni,BB,2400.0,2400.0,1192.0,2400.0,10.0,10.0,12.9,6.9,25127051264.0,685744128.0,4294963200.0,0.0,349278.968,81438.159,143925.592,1.325,0.3531169891357422
run_7_repetition_58,DONE,Gemeni,BFA,2399.0,2400.0,2400.0,2400.0,0.59,98.97,0.41,0.22,25127051264.0,690959657.57,4294963200.0,0.0,108991610.23,25552101.533,44938268.112,413.328,19.223455667495728
run_8_repetition_58,DONE,Gemeni,SWA,1912.0,1802.0,2012.0,400.0,0.81,88.56,0.42,9.61,25127051264.0,1118391741.32,4294963200.0,0.0,52757752.04,12446777.681,21772121.651,200.095,9.485703468322754
run_0_repetition_59,DONE,ChatGPT,BB,2400.0,400.0,825.0,2400.0,98.97,0.3,0.37,0.97,25127051264.0,989592441.54,4294963200.0,0.0,115317506.744,27378337.76,47632613.124,437.294,20.37691879272461
run_1_repetition_59,DONE,ChatGPT,BFA,2397.0,400.0,400.0,2309.0,45.8,0.24,53.84,0.46,25127051264.0,695731096.5,4294963200.0,0.0,108347638.209,25910974.667,44811314.976,410.848,19.188105821609497
run_2_repetition_59,DONE,ChatGPT,SWA,2100.0,2098.0,2100.0,2099.0,0.38,80.99,0.13,18.29,25127051264.0,1882310393.03,4294963200.0,0.0,89839173.432,21630759.015,37198063.762,340.607,15.880318880081177
run_3_repetition_59,DONE,Claude,BB,2245.0,2378.0,2335.0,882.0,0.46,76.74,0.15,22.78,25127051264.0,1136224454.19,4294963200.0,0.0,115611026.976,28026272.367,47923897.966,438.238,20.361477613449097
run_4_repetition_59,DONE,Claude,BFA,2399.0,2400.0,1161.0,883.0,0.24,63.78,0.6,35.37,25127051264.0,685339153.05,4294963200.0,0.0,115515041.149,28204107.447,47945841.77,437.797,20.370102643966675
run_5_repetition_59,DONE,Claude,SWA,1813.0,1808.0,1972.0,1847.0,0.74,63.51,0.5,35.14,25127051264.0,1816034552.92,4294963200.0,0.0,80093320.683,19682700.581,33278164.134,303.498,14.183734893798828
run_6_repetition_59,DONE,Gemeni,BB,2400.0,2400.0,400.0,2040.0,14.71,8.82,9.09,9.09,25127051264.0,674021376.0,4294963200.0,0.0,349805.072,86366.306,145395.98,1.325,0.3802988529205322
run_7_repetition_59,DONE,Gemeni,BFA,2400.0,2400.0,2400.0,400.0,0.63,98.93,0.23,0.4,25127051264.0,680754064.65,4294963200.0,0.0,109389013.555,27147262.05,45493711.818,414.383,19.274418115615845
run_8_repetition_59,DONE,Gemeni,SWA,2291.0,2397.0,400.0,1544.0,0.91,97.79,0.73,0.29,25127051264.0,1111387978.76,4294963200.0,0.0,52720570.426,13161656.67,21945439.372,199.709,9.460902214050293
run_0_repetition_60,DONE,ChatGPT,BB,2254.0,2367.0,699.0,931.0,98.97,0.23,0.33,0.79,25127051264.0,993590947.76,4294963200.0,0.0,115257784.608,28945349.757,48020017.666,436.531,20.357744455337524
run_1_repetition_60,DONE,ChatGPT,BFA,2399.0,2400.0,400.0,2399.0,0.32,24.54,0.57,74.54,25127051264.0,696286745.96,4294963200.0,0.0,108160676.092,27349638.48,45120728.948,409.749,19.06235980987549
run_2_repetition_60,DONE,ChatGPT,SWA,2400.0,2399.0,400.0,400.0,0.54,98.7,0.43,0.17,25127051264.0,1868147143.41,4294963200.0,0.0,89740944.827,22837266.558,37478082.706,339.911,15.866018533706665
run_3_repetition_60,DONE,Claude,BB,2118.0,2196.0,2122.0,800.0,98.63,0.22,0.79,0.51,25127051264.0,1129040604.32,4294963200.0,0.0,115551469.572,29595172.075,48311856.168,437.959,20.38843297958374
run_4_repetition_60,DONE,Claude,BFA,2112.0,2321.0,2113.0,1280.0,0.73,99.05,0.32,0.23,25127051264.0,680146279.23,4294963200.0,0.0,115805459.586,29861275.038,48479805.635,438.904,20.375566959381104
run_5_repetition_60,DONE,Claude,SWA,2156.0,400.0,1293.0,2348.0,59.24,0.69,39.84,0.28,25127051264.0,1807658262.73,4294963200.0,0.0,80213716.757,20810730.431,33614485.382,304.169,14.215736150741577
run_6_repetition_60,DONE,Gemeni,BB,2376.0,1390.0,1015.0,2258.0,9.09,12.12,9.09,9.68,25127051264.0,692006912.0,4294963200.0,0.0,350330.765,91292.106,146864.507,1.328,0.379624605178833
run_7_repetition_60,DONE,Gemeni,BFA,400.0,2245.0,2123.0,400.0,0.27,0.6,0.41,99.03,25127051264.0,682420921.19,4294963200.0,0.0,109786954.336,28748904.104,46051212.392,416.184,19.272549629211426
run_8_repetition_60,DONE,Gemeni,SWA,2348.0,2399.0,400.0,970.0,0.96,0.32,0.5,97.87,25127051264.0,1118424120.51,4294963200.0,0.0,52916575.219,13935064.919,22216216.377,200.621,9.466519117355347
run_0_repetition_61,DONE,ChatGPT,BB,400.0,2398.0,2299.0,400.0,0.82,98.54,0.2,0.96,25127051264.0,980178679.74,4294963200.0,0.0,115898266.365,30692248.611,48700781.095,439.328,20.372448205947876
run_1_repetition_61,DONE,ChatGPT,BFA,2345.0,2127.0,1250.0,1860.0,0.39,80.87,0.48,18.55,25127051264.0,684864562.65,4294963200.0,0.0,108673663.377,28965558.24,45722208.146,411.87,19.116313219070435
run_2_repetition_61,DONE,ChatGPT,SWA,2397.0,1329.0,1718.0,2307.0,97.69,0.28,1.46,0.79,25127051264.0,1865804065.54,4294963200.0,0.0,90109468.909,24162977.573,37953099.605,341.548,15.886286735534668
run_3_repetition_61,DONE,Claude,BB,2400.0,2400.0,863.0,400.0,78.42,0.48,21.14,0.16,25127051264.0,1124791143.23,4294963200.0,0.0,115958760.143,31283962.99,48894933.798,439.449,20.37462329864502
run_4_repetition_61,DONE,Claude,BFA,806.0,2400.0,2400.0,2400.0,0.28,57.91,0.43,41.47,25127051264.0,673958117.39,4294963200.0,0.0,115862408.146,31458400.879,48915790.432,439.029,20.35460925102234
run_5_repetition_61,DONE,Claude,SWA,2127.0,2396.0,2071.0,1072.0,0.42,53.85,0.73,45.13,25127051264.0,1802871034.41,4294963200.0,0.0,80334145.266,21938895.856,33950699.858,304.462,14.206534147262573
run_6_repetition_61,DONE,Gemeni,BB,2400.0,2400.0,1117.0,700.0,9.38,17.65,12.12,6.67,25127051264.0,681222144.0,4294963200.0,0.0,350856.81,96219.245,148333.235,1.33,0.37169528007507324
run_7_repetition_61,DONE,Gemeni,BFA,2400.0,2400.0,1415.0,2400.0,98.7,0.31,0.82,0.43,25127051264.0,688861786.61,4294963200.0,0.0,109717828.528,30228150.512,46412263.473,415.871,19.29322385787964
run_8_repetition_61,DONE,Gemeni,SWA,900.0,899.0,400.0,900.0,0.75,97.8,0.39,0.66,25127051264.0,1114829912.16,4294963200.0,0.0,52995999.028,14678707.342,22437638.739,200.925,9.462580442428589
run_0_repetition_62,DONE,ChatGPT,BB,2400.0,2400.0,880.0,882.0,98.88,0.62,0.5,0.15,25127051264.0,1008066605.42,4294963200.0,0.0,116072146.305,32321189.2,49186203.738,439.994,20.366542100906372
run_1_repetition_62,DONE,ChatGPT,BFA,400.0,2391.0,2360.0,2130.0,91.99,0.53,7.6,0.45,25127051264.0,688541427.91,4294963200.0,0.0,109070755.995,30558453.521,46276718.623,413.382,19.135753393173218
run_2_repetition_62,DONE,ChatGPT,SWA,2399.0,2400.0,1391.0,838.0,0.49,98.66,0.13,0.5,25127051264.0,1877360523.12,4294963200.0,0.0,90244606.042,25429014.927,38330315.574,341.971,15.880510091781616
run_3_repetition_62,DONE,Claude,BB,2400.0,2399.0,2400.0,400.0,0.24,78.97,0.38,20.52,25127051264.0,1137293702.59,4294963200.0,0.0,116015595.067,32879936.549,49330744.653,439.556,20.375343799591064
run_4_repetition_62,DONE,Claude,BFA,877.0,863.0,898.0,866.0,0.3,98.99,0.45,0.57,25127051264.0,679368964.13,4294963200.0,0.0,116153278.55,33119578.203,49450897.535,440.176,20.40001082420349
run_5_repetition_62,DONE,Claude,SWA,2342.0,2398.0,1427.0,400.0,69.67,0.7,29.49,0.25,25127051264.0,1802349183.07,4294963200.0,0.0,80688844.748,23134552.041,34386958.13,305.727,14.240756034851074
run_6_repetition_62,DONE,Gemeni,BB,2397.0,400.0,800.0,2352.0,12.12,12.12,9.09,12.5,25127051264.0,681328640.0,4294963200.0,0.0,351382.906,101146.597,149801.698,1.332,0.3775765895843506
run_7_repetition_62,DONE,Gemeni,BFA,2400.0,2400.0,400.0,2400.0,0.62,92.98,0.3,6.28,25127051264.0,692514366.23,4294963200.0,0.0,109882341.792,31769020.837,46871689.189,416.386,19.265547275543213
run_8_repetition_62,DONE,Gemeni,SWA,2100.0,2100.0,2100.0,1066.0,0.63,7.33,0.78,90.83,25127051264.0,1105255058.61,4294963200.0,0.0,53192621.344,15457047.413,22709673.552,201.535,9.520638942718506
run_0_repetition_63,DONE,ChatGPT,BB,1516.0,2397.0,2301.0,1474.0,0.47,95.87,0.34,3.57,25127051264.0,970280778.14,4294963200.0,0.0,116129008.128,33916596.808,49621976.751,439.914,20.365883588790894
run_1_repetition_63,DONE,ChatGPT,BFA,2129.0,1265.0,400.0,2103.0,94.32,0.22,4.94,0.66,25127051264.0,675269981.42,4294963200.0,0.0,108882659.604,31986071.5,46582643.948,412.675,19.156190633773804
run_2_repetition_63,DONE,ChatGPT,SWA,2399.0,2399.0,1556.0,1911.0,65.77,0.29,33.33,0.52,25127051264.0,1863642736.52,4294963200.0,0.0,90145444.856,26626333.311,38607548.926,341.647,15.922537803649902
run_3_repetition_63,DONE,Claude,BB,2400.0,1181.0,400.0,2400.0,91.15,0.34,8.36,0.48,25127051264.0,1124436158.32,4294963200.0,0.0,116072197.37,34472651.461,49765513.33,439.975,20.359883546829224
run_4_repetition_63,DONE,Claude,BFA,2400.0,2399.0,1188.0,2400.0,0.28,91.72,0.5,7.61,25127051264.0,686265737.69,4294963200.0,0.0,116210000.049,34713532.536,49885972.754,440.458,20.3587589263916
run_5_repetition_63,DONE,Claude,SWA,2145.0,2366.0,2286.0,400.0,96.71,0.86,2.25,0.21,25127051264.0,1818266665.67,4294963200.0,0.0,80692353.612,24230478.046,34673465.966,305.787,14.20985198020935
run_6_repetition_63,DONE,Gemeni,BB,2397.0,400.0,400.0,2321.0,11.76,14.71,11.76,9.09,25127051264.0,694202368.0,4294963200.0,0.0,351908.78,106072.52,151269.343,1.334,0.3858051300048828
run_7_repetition_63,DONE,Gemeni,BFA,1642.0,1981.0,2041.0,400.0,0.71,96.95,0.35,2.09,25127051264.0,694802278.84,4294963200.0,0.0,109812060.687,33237687.697,47229272.691,416.07,19.205443143844604
run_8_repetition_63,DONE,Gemeni,SWA,2400.0,2400.0,400.0,822.0,89.02,0.89,9.47,0.29,25127051264.0,1119782081.97,4294963200.0,0.0,53272184.99,16202092.66,22931429.376,201.812,9.478461027145386
run_0_repetition_64,DONE,ChatGPT,BB,2400.0,2400.0,2399.0,1045.0,0.48,5.62,0.22,93.87,25127051264.0,985958637.18,4294963200.0,0.0,116537354.465,35614854.743,50207366.783,441.407,20.39524793624878
