Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729209633098,2397,2384,2240,1855,9.375,6.45161247253418,12.5,9.67741870880127,80548.82250976563,11336.189086914063,7405.648010253906,0.30633544921875,25127043072,4294963200,751316992,0
20,1729209633099,2397,2384,2240,1855,9.375,6.45161247253418,12.5,9.67741870880127,80548.82250976563,11336.189086914063,7405.64892578125,0.30633544921875,25127043072,4294963200,751316992,0
0,1729209633119,2397,2384,2240,1855,9.375,6.45161247253418,12.5,9.67741870880127,80548.82873535156,11336.237854003906,7405.653137207031,0.30633544921875,25127043072,4294963200,751316992,0
