timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-11T10:16:54,new_runner_experiment,55a802c2-6d80-4ceb-8a9b-c2ec2406cfdf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.005622765000225627,1.4683317116534755e-08,2.6114050855665408e-06,42.5,0.0,0.3322734832763672,5.46490618098182e-08,0,2.1682035433404628e-10,5.486588216415225e-08,Netherlands,NLD,,,,Linux-6.6.20+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A53,,,,,0.8860626220703125,machine,N,1.0
