timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-11T10:17:01,new_runner_experiment,bb1540fc-ac22-42cb-8671-f45a2df441af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.006298879000041779,1.510119234181037e-08,2.39744124973828e-06,42.5,0.0,0.3322734832763672,5.619739583203732e-08,0,2.2992457439551117e-10,5.6427320406432834e-08,Netherlands,NLD,,,,Linux-6.6.20+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A53,,,,,0.8860626220703125,machine,N,1.0
