timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-11T10:17:05,new_runner_experiment,6bf40328-36f1-44c9-b6b4-a6bb06d4789d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.00992304100009278,2.6481914420908202e-08,2.6687297191113686e-06,42.5,0.0,0.3322734832763672,9.862539374789018e-08,0,3.272873504806548e-10,9.895268109837084e-08,Netherlands,NLD,,,,Linux-6.6.20+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A53,,,,,0.8860626220703125,machine,N,1.0
